//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
103    |LCJL|S15LA,D23A,XLA    |S15     |(45),43,35-37,(39-41),35-37,(5-7),1-3                     |45-49DG,43-47DG,35-41DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
104    |LCJL|S13LA,XLA    |S13     |(49),45,43,35-37,39-41,(23),11-13,5-7,1-3                     |45-49DG,43-47DG,35-41DG,23DG,13DG,1-5DG,IAG,X3JG                     |D41,D39,D21,D1,X;
105    |LCJL|S13LA,XNLA    |S13     |(49),45,43,35-37,39-41,(23),(11-13),1-3                     |45-49DG,43-47DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG,S1LQ                     |D41,D39,D21,D7,XN;
106    |LCJL|S13LA,D13A,XLA    |S13     |(49),45,43,35-37,(39-41),35-37,(5-7),1-3                     |45-49DG,43-47DG,35-41DG,37-39DG,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
107    |LCJL|S13LA,D23A,XLA    |S13     |(49),45,43,35-37,(39-41),35-37,(5-7),1-3                     |45-49DG,43-47DG,35-41DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
108    |LCJL|S11LA,XLA    |S11     |49,45,43,35-37,39-41,(23),11-13,5-7,1-3                     |45-49DG,43-47DG,35-41DG,23DG,13DG,1-5DG,IAG,X3JG                     |D41,D39,D21,D1,X;
109    |LCJL|S11LA,XNLA    |S11     |49,45,43,35-37,39-41,(23),(11-13),1-3                     |45-49DG,43-47DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG,S1LQ                     |D41,D39,D21,D7,XN;
110    |LCJL|S11LA,D13A,XLA    |S11     |49,45,43,35-37,(39-41),35-37,(5-7),1-3                     |45-49DG,43-47DG,35-41DG,37-39DG,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
111    |LCJL|S11LA,D23A,XLA    |S11     |49,45,43,35-37,(39-41),35-37,(5-7),1-3                     |45-49DG,43-47DG,35-41DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
112    |LCJL|S9LA,XLA    |S9     |(47),(43),35-37,39-41,(23),11-13,5-7,1-3                     |43-47DG,35-41DG,23DG,13DG,1-5DG,IAG,45-49DG,X3JG                     |D41,D39,D21,D1,X;
113    |LCJL|S9LA,XNLA    |S9     |(47),(43),35-37,39-41,(23),(11-13),1-3                     |43-47DG,35-41DG,23DG,13DG,11DG,3DG,45-49DG,1-5DG,S1LQ                     |D41,D39,D21,D7,XN;
114    |LCJL|S9LA,D13A,XLA    |S9     |(47),(43),35-37,(39-41),35-37,(5-7),1-3                     |43-47DG,35-41DG,37-39DG,45-49DG,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
115    |LCJL|S9LA,D23A,XLA    |S9     |(47),(43),35-37,(39-41),35-37,(5-7),1-3                     |43-47DG,35-41DG,37-39DG,45-49DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
116    |LCJL|S7LA,XLA    |S7     |47,(43),35-37,39-41,(23),11-13,5-7,1-3                     |43-47DG,35-41DG,23DG,13DG,1-5DG,IAG,45-49DG,X3JG                     |D41,D39,D21,D1,X;
117    |LCJL|S7LA,XNLA    |S7     |47,(43),35-37,39-41,(23),(11-13),1-3                     |43-47DG,35-41DG,23DG,13DG,11DG,3DG,45-49DG,1-5DG,S1LQ                     |D41,D39,D21,D7,XN;
118    |LCJL|S7LA,D13A,XLA    |S7     |47,(43),35-37,(39-41),35-37,(5-7),1-3                     |43-47DG,35-41DG,37-39DG,45-49DG,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
119    |LCJL|S7LA,D23A,XLA    |S7     |47,(43),35-37,(39-41),35-37,(5-7),1-3                     |43-47DG,35-41DG,37-39DG,45-49DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |D41,D39,D23,D13,D1,X;
120    |LCJL|S5LA,XLA    |S5     |(33),(27),23,11-13,5-7,1-3                     |33DG,27DG,23DG,13DG,1-5DG,IAG,35-41DG,X3JG                     |D43,D21,D1,X;
121    |LCJL|S5LA,XNLA    |S5     |(33),(27),23,(11-13),1-3                     |33DG,27DG,23DG,13DG,11DG,3DG,35-41DG,1-5DG,S1LQ                     |D43,D21,D7,XN;
122    |LCJL|S3LA,XLA    |S3     |33,(27),23,11-13,5-7,1-3                     |33DG,27DG,23DG,13DG,1-5DG,IAG,35-41DG,X3JG                     |D43,D21,D1,X;
123    |LCJL|S3LA,XNLA    |S3     |33,(27),23,(11-13),1-3                     |33DG,27DG,23DG,13DG,11DG,3DG,35-41DG,1-5DG,S1LQ                     |D43,D21,D7,XN;
124    |LCJL|SILA,XLA    |SI     |27,23,11-13,5-7,1-3                     |27DG,23DG,13DG,1-5DG,IAG,35-41DG,X3JG                     |D21,D1,X;
125    |LCJL|SILA,XNLA    |SI     |27,23,(11-13),1-3                     |27DG,23DG,13DG,11DG,3DG,35-41DG,1-5DG,S1LQ                     |D21,D7,XN;
126    |LCJL|SIILA,XLA    |SII     |17-19,11-13,(1-3)                     |17DG,11DG,3DG,1-5DG,IAG,X3JG                     |D15,D7,D1,X;
127    |LCJL|SIILA,XNLA    |SII     |17-19,11-13,1-3                     |17DG,11DG,3DG,S1LQ                     |D15,D7,XN;
128    |LCJL|S4LA,XLA    |S4     |29,(17-19),11-13,(1-3)                     |29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |D29,D27,D15,D7,D1,X;
129    |LCJL|S4LA,XNLA    |S4     |29,(17-19),11-13,1-3                     |29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |D29,D27,D15,D7,XN;
130    |LCJL|S6LA,XLA    |S6     |(31),(29),(17-19),11-13,(1-3)                     |29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |D29,D27,D15,D7,D1,X;
131    |LCJL|S6LA,XNLA    |S6     |(31),(29),(17-19),11-13,1-3                     |29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |D29,D27,D15,D7,XN;
132    |LCJL|S8LA,XLA    |S8     |31,(29),(17-19),11-13,(1-3)                     |29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |D29,D27,D15,D7,D1,X;
133    |LCJL|S8LA,XNLA    |S8     |31,(29),(17-19),11-13,1-3                     |29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |D29,D27,D15,D7,XN;
134    |LCJL|SIILLA,XLA    |SIIL     |17-19,11-13,(1-3)                     |IIG1,17DG,11DG,3DG,1-5DG,IAG,X3JG                     |SIILLZA,SII,D15,D7,D1,X;
135    |LCJL|SIILLA,XNLA    |SIIL     |17-19,11-13,1-3                     |IIG1,17DG,11DG,3DG,S1LQ                     |SIILLZA,SII,D15,D7,XN;
136    |LCJL|S4LLA,XLA    |S4L     |29,(17-19),11-13,(1-3)                     |4G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |S4LLZA,S4,D29,D27,D15,D7,D1,X;
137    |LCJL|S4LLA,XNLA    |S4L     |29,(17-19),11-13,1-3                     |4G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |S4LLZA,S4,D29,D27,D15,D7,XN;
138    |LCJL|S6LLA,XLA    |S6L     |(31),(29),(17-19),11-13,(1-3)                     |6G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |S6LLZA,S6,D29,D27,D15,D7,D1,X;
139    |LCJL|S6LLA,XNLA    |S6L     |(31),(29),(17-19),11-13,1-3                     |6G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |S6LLZA,S6,D29,D27,D15,D7,XN;
140    |LCJL|S8LLA,XLA    |S8L     |31,(29),(17-19),11-13,(1-3)                     |8G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |S8LLZA,S8,D29,D27,D15,D7,D1,X;
141    |LCJL|S8LLA,XNLA    |S8L     |31,(29),(17-19),11-13,1-3                     |8G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |S8LLZA,S8,D29,D27,D15,D7,XN;
98    |LCJL|SIILLA,SIILLZA    |SIIL     |                     |,IIG1                     |SIILLZA;
99    |LCJL|S4LLA,S4LLZA    |S4L     |                     |,4G1                     |S4LLZA;
100    |LCJL|S6LLA,S6LLZA    |S6L     |                     |,6G1                     |S6LLZA;
101    |LCJL|S8LLA,S8LLZA    |S8L     |                     |,8G1                     |S8LLZA;
102    |LCJL|X23LLA,D52LZA    |X23L     |                     |23G2                     |D52LZA;
103    |LCJL|X21LLA,D62LA    |X21L     |90-92                     |92DG,21G2                     |D62;
104    |LCJL|X21LLA,D58LA    |X21L     |(90-92),86-88                     |92DG,90DG,88DG,19G2                     |D60,D58;
105    |LCJL|X21LLA,D56LA    |X21L     |(90-92),(86-88)                     |92DG,90DG,88DG,86DG,17G2                     |D60,D56;
106    |LCJL|X19LLA,D58LA    |X19L     |90-92,86-88                     |90DG,88DG,19G2                     |D60,D58;
107    |LCJL|X19LLA,D56LA    |X19L     |90-92,(86-88)                     |90DG,88DG,86DG,17G2                     |D60,D56;
108    |LCJL|X17LLA,D56LA    |X17L     |86-88                     |86DG,17G2                     |D56;
109    |LCJL|X15LLA,S15LLA    |X15L     |52-54                     |52DG,15G2                     |S15L;
142    |LCJL|X15LLA,SL4LA    |X15L     |52-54,(26),(24),16-18,(14)                     |52DG,15G2,26-34DG,24-32DG,18DG,14DG                     |S15L,X15,D34,D26,SL4;
143    |LCJL|X15LLA,SNLA    |X15L     |52-54,(26),(24),(16-18),10-12,6-8                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |S15L,X15,D34,D28,D20,SN;
144    |LCJL|X15LLA,SLA    |X15L     |52-54,(26),(24),(16-18),(10-12),2-4                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |S15L,X15,D34,D28,D22,S;
145    |LCJL|X15LLA,SL2LA    |X15L     |52-54,(26),(24),(16-18),(10-12),(2-4)                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |S15L,X15,D34,D28,D22,SL2;
146    |LCJL|X15LLA,SWLA    |X15L     |52-54,(26),(24),(16-18),(10-12),(2-4),X1-X2                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |S15L,X15,D34,D28,D22,SL2,XZ3,D2,SW;
147    |LCJL|X15LLA,SL6LA    |X15L     |52-54,(26),(24),16-18,(14)                     |52DG,15G2,26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |S15L,X15,D34,D26,SL4,65XHD,SL6;
116    |LCJL|X13LLA,S15LLA    |X13L     |56-58,(52-54)                     |54-58DG,52DG,15G2                     |S15L;
117    |LCJL|X13LLA,S13LLA    |X13L     |56-58,52-54                     |54-58DG,13G2                     |S13L;
118    |LCJL|X13LLA,S11LLA    |X13L     |(56-58)                     |54-58DG,56DG,11G2                     |S11L;
148    |LCJL|X13LLA,SL4LA    |X13L     |56-58,52-54,(34),26,(24),16-18,(14)                     |54-58DG,13G2,26-34DG,24-32DG,18DG,14DG                     |S13L,X13,D34,D26,SL4;
149    |LCJL|X13LLA,SNLA    |X13L     |56-58,52-54,(34),26,(24),(16-18),10-12,6-8                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |S13L,X13,D34,D28,D20,SN;
150    |LCJL|X13LLA,SLA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),2-4                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |S13L,X13,D34,D28,D22,S;
151    |LCJL|X13LLA,SL2LA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),(2-4)                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |S13L,X13,D34,D28,D22,SL2;
152    |LCJL|X13LLA,SWLA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),(2-4),X1-X2                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |S13L,X13,D34,D28,D22,SL2,XZ3,D2,SW;
153    |LCJL|X13LLA,SL6LA    |X13L     |56-58,52-54,(34),26,(24),16-18,(14)                     |54-58DG,13G2,26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |S13L,X13,D34,D26,SL4,65XHD,SL6;
125    |LCJL|X11LLA,S11LLA    |X11L     |56-58                     |56DG,11G2                     |S11L;
154    |LCJL|X11LLA,SL4LA    |X11L     |56-58,34,26,(24),16-18,(14)                     |56DG,11G2,26-34DG,24-32DG,18DG,14DG                     |S11L,X11,D34,D26,SL4;
155    |LCJL|X11LLA,SNLA    |X11L     |56-58,34,26,(24),(16-18),10-12,6-8                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |S11L,X11,D34,D28,D20,SN;
156    |LCJL|X11LLA,SLA    |X11L     |56-58,34,26,(24),(16-18),(10-12),2-4                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |S11L,X11,D34,D28,D22,S;
157    |LCJL|X11LLA,SL2LA    |X11L     |56-58,34,26,(24),(16-18),(10-12),(2-4)                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |S11L,X11,D34,D28,D22,SL2;
158    |LCJL|X11LLA,SWLA    |X11L     |56-58,34,26,(24),(16-18),(10-12),(2-4),X1-X2                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |S11L,X11,D34,D28,D22,SL2,XZ3,D2,SW;
159    |LCJL|X11LLA,SL6LA    |X11L     |56-58,34,26,(24),16-18,(14)                     |56DG,11G2,26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |S11L,X11,D34,D26,SL4,65XHD,SL6;
132    |LCJL|X9LLA,S9LLA    |X9L     |60-62                     |62DG,9G2                     |S9L;
133    |LCJL|X9LLA,S7LLA    |X9L     |(60-62)                     |62DG,60DG,7G2                     |S7L;
160    |LCJL|X9LLA,SL4LA    |X9L     |60-62,40,(32),24,16-18,(14)                     |62DG,9G2,40-42DG,24-32DG,18DG,14DG,30DG,26-34DG                     |S9L,X9,D34,D26,SL4;
161    |LCJL|X9LLA,SNLA    |X9L     |60-62,40,(32),24,(16-18),10-12,6-8                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |S9L,X9,D34,D28,D20,SN;
162    |LCJL|X9LLA,SLA    |X9L     |60-62,40,(32),24,(16-18),(10-12),2-4                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |S9L,X9,D34,D28,D22,S;
163    |LCJL|X9LLA,SL2LA    |X9L     |60-62,40,(32),24,(16-18),(10-12),(2-4)                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |S9L,X9,D34,D28,D22,SL2;
164    |LCJL|X9LLA,SWLA    |X9L     |60-62,40,(32),24,(16-18),(10-12),(2-4),X1-X2                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |S9L,X9,D34,D28,D22,SL2,XZ3,D2,SW;
165    |LCJL|X9LLA,SL6LA    |X9L     |60-62,40,(32),24,16-18,(14)                     |62DG,9G2,40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |S9L,X9,D34,D26,SL4,65XHD,SL6;
140    |LCJL|X7LLA,S7LLA    |X7L     |60-62                     |60DG,7G2                     |S7L;
166    |LCJL|X7LLA,SL4LA    |X7L     |60-62,(42),(40),(32),24,16-18,(14)                     |60DG,7G2,40-42DG,24-32DG,18DG,14DG,30DG,26-34DG                     |S7L,X7,D34,D26,SL4;
167    |LCJL|X7LLA,SNLA    |X7L     |60-62,(42),(40),(32),24,(16-18),10-12,6-8                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |S7L,X7,D34,D28,D20,SN;
168    |LCJL|X7LLA,SLA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),2-4                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |S7L,X7,D34,D28,D22,S;
169    |LCJL|X7LLA,SL2LA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),(2-4)                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |S7L,X7,D34,D28,D22,SL2;
170    |LCJL|X7LLA,SWLA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |S7L,X7,D34,D28,D22,SL2,XZ3,D2,SW;
171    |LCJL|X7LLA,SL6LA    |X7L     |60-62,(42),(40),(32),24,16-18,(14)                     |60DG,7G2,40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |S7L,X7,D34,D26,SL4,65XHD,SL6;
147    |LCJL|X5LLA,X5LLZA    |X5L     |                     |,5G2                     |X5LLZA;
148    |LCJL|X3LLA,X3LLZA    |X3L     |                     |,3G2                     |X3LLZA;
149    |LCJL|XILLA,XILLZA    |XIL     |                     |,IG2                     |XILLZA;
150    |LCJL|D62LA,X21LLA    |D62     |90-92                     |92DG,21G1                     |X21L;
151    |LCJL|D58LA,X21LLA    |D58     |86-88,(90-92)                     |88DG,90DG,92DG,21G1                     |D60,X21L;
152    |LCJL|D58LA,X19LLA    |D58     |86-88,90-92                     |88DG,90DG,19G1                     |D60,X19L;
153    |LCJL|D56LA,X21LLA    |D56     |(86-88),(90-92)                     |86DG,88DG,90DG,92DG,21G1                     |D60,X21L;
154    |LCJL|D56LA,X19LLA    |D56     |(86-88),90-92                     |86DG,88DG,90DG,19G1                     |D60,X19L;
155    |LCJL|D56LA,X17LLA    |D56     |86-88                     |86DG,17G1                     |X17L;
156    |LCJL|S15LLA,X15LLA    |S15L     |52-54                     |52DG,15G1                     |X15L;
157    |LCJL|S15LLA,X13LLA    |S15L     |(52-54),56-58                     |52DG,54-58DG,13G1                     |X13L;
158    |LCJL|S13LLA,X13LLA    |S13L     |52-54,56-58                     |54-58DG,13G1                     |X13L;
159    |LCJL|S11LLA,X13LLA    |S11L     |(56-58)                     |56DG,54-58DG,13G1                     |X13L;
160    |LCJL|S11LLA,X11LLA    |S11L     |56-58                     |56DG,11G1                     |X11L;
161    |LCJL|S9LLA,X9LLA    |S9L     |60-62                     |62DG,9G1                     |X9L;
162    |LCJL|S7LLA,X9LLA    |S7L     |(60-62)                     |60DG,62DG,9G1                     |X9L;
163    |LCJL|S7LLA,X7LLA    |S7L     |60-62                     |60DG,7G1                     |X7L;
164    |LCJL|X15LA,SL4LA    |X15     |(26),(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG                     |D34,D26,SL4;
172    |LCJL|X5LLA,SL4LA    |X5L     |42,(40),(32),24,16-18,(14)                     |5G2,40-42DG,24-32DG,18DG,14DG,30DG,26-34DG                     |X5LLZA,X5,D34,D26,SL4;
173    |LCJL|X5LLA,SNLA    |X5L     |42,(40),(32),24,(16-18),10-12,6-8                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |X5LLZA,X5,D34,D28,D20,SN;
174    |LCJL|X5LLA,SLA    |X5L     |42,(40),(32),24,(16-18),(10-12),2-4                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |X5LLZA,X5,D34,D28,D22,S;
175    |LCJL|X5LLA,SL2LA    |X5L     |42,(40),(32),24,(16-18),(10-12),(2-4)                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |X5LLZA,X5,D34,D28,D22,SL2;
176    |LCJL|X5LLA,SWLA    |X5L     |42,(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |X5LLZA,X5,D34,D28,D22,SL2,XZ3,D2,SW;
177    |LCJL|X5LLA,SL6LA    |X5L     |42,(40),(32),24,16-18,(14)                     |5G2,40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |X5LLZA,X5,D34,D26,SL4,65XHD,SL6;
178    |LCJL|X3LLA,SL4LA    |X3L     |44-46,28-30,32,24,16-18,(14)                     |3G2,44DG,30DG,24-32DG,18DG,14DG,40-42DG,26-34DG                     |X3LLZA,X3,D50,D34,D26,SL4;
179    |LCJL|X3LLA,SNLA    |X3L     |44-46,28-30,32,24,(16-18),10-12,6-8                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,8DG,40-42DG,26-34DG,X1LQ                     |X3LLZA,X3,D50,D34,D28,D20,SN;
180    |LCJL|X3LLA,SLA    |X3L     |44-46,28-30,32,24,(16-18),(10-12),2-4                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,40-42DG,26-34DG,S3JG                     |X3LLZA,X3,D50,D34,D28,D22,S;
181    |LCJL|X3LLA,SL2LA    |X3L     |44-46,28-30,32,24,(16-18),(10-12),(2-4)                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG,X1/2G                     |X3LLZA,X3,D50,D34,D28,D22,SL2;
182    |LCJL|X3LLA,SWLA    |X3L     |44-46,28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,40-42DG,26-34DG,SWJG                     |X3LLZA,X3,D50,D34,D28,D22,SL2,XZ3,D2,SW;
183    |LCJL|X3LLA,SL6LA    |X3L     |44-46,28-30,32,24,16-18,(14)                     |3G2,44DG,30DG,24-32DG,18DG,14DG,SL4G,40-42DG,26-34DG,SL6G                     |X3LLZA,X3,D50,D34,D26,SL4,65XHD,SL6;
184    |LCJL|XILLA,D34A,SNLA    |XIL     |(44-46),28-30,32,24,(16-18),10-12,6-8                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,8DG,X1LQ                     |XILLZA,XI,D50,D34,D28,D20,SN;
185    |LCJL|XILLA,D34A,SLA    |XIL     |(44-46),28-30,32,24,(16-18),(10-12),2-4                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |XILLZA,XI,D50,D34,D28,D22,S;
186    |LCJL|XILLA,D34A,SL2LA    |XIL     |(44-46),28-30,32,24,(16-18),(10-12),(2-4)                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |XILLZA,XI,D50,D34,D28,D22,SL2;
187    |LCJL|XILLA,D34A,SWLA    |XIL     |(44-46),28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |XILLZA,XI,D50,D34,D28,D22,SL2,XZ3,D2,SW;
188    |LCJL|XILLA,SL4LA    |XIL     |(44-46),28-30,32,24,16-18,(14)                     |IG2,46DG,44DG,30DG,24-32DG,18DG,14DG,40-42DG,26-34DG                     |XILLZA,XI,D50,D34,D26,SL4;
189    |LCJL|XILLA,SNLA    |XIL     |44-46,28-30,20-22,16-18,10-12,6-8                     |IG2,46DG,16-28DG,12DG,8DG,X1LQ                     |XILLZA,XI,D28,D20,SN;
190    |LCJL|XILLA,SLA    |XIL     |44-46,28-30,20-22,16-18,(10-12),2-4                     |IG2,46DG,16-28DG,12DG,10DG,4DG,S3JG                     |XILLZA,XI,D28,D22,S;
191    |LCJL|XILLA,SL2LA    |XIL     |44-46,28-30,20-22,16-18,(10-12),(2-4)                     |IG2,46DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |XILLZA,XI,D28,D22,SL2;
192    |LCJL|XILLA,SWLA    |XIL     |44-46,28-30,20-22,16-18,(10-12),(2-4),X1-X2                     |IG2,46DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |XILLZA,XI,D28,D22,SL2,XZ3,D2,SW;
193    |LCJL|XILLA,SL6LA    |XIL     |(44-46),28-30,32,24,16-18,(14)                     |IG2,46DG,44DG,30DG,24-32DG,18DG,14DG,SL4G,40-42DG,26-34DG,SL6G                     |XILLZA,XI,D50,D34,D26,SL4,65XHD,SL6;
194    |LCJL|D52LA,XLA    |D52LA     |(51-53),39-41,35-37,(5-7),1-3                     |23G2,23G1,53DG,51DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,55-57DG,13DG,X3JG                     |X23L,S23,D37,D35,D23,D13,D1,X;
195    |LCJL|D52LA,XNLA    |D52LA     |(51-53),39-41,(35-37),39-41,(23),(11-13),1-3                     |23G2,23G1,53DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,55-57DG,1-5DG,S1LQ                     |X23L,S23,D37,D35,D21,D7,XN;
196    |LCJL|D52LA,D21A,XLA    |D52LA     |(51-53),39-41,(35-37),39-41,(23),11-13,5-7,1-3                     |23G2,23G1,53DG,51DG,37-39DG,35-41DG,23DG,55-57DG,13DG,1-5DG,IAG,X3JG                     |X23L,S23,D37,D35,D21,D1,X;
197    |LCJL|D62LA,XLA    |D62     |90-92,(57),55,51-53,39-41,35-37,(5-7),1-3                     |92DG,21G1,55-57DG,51DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |X21L,S21,D37,D35,D23,D13,D1,X;
198    |LCJL|D62LA,XNLA    |D62     |90-92,(57),55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |92DG,21G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG,S1LQ                     |X21L,S21,D37,D35,D21,D7,XN;
199    |LCJL|D62LA,D21A,XLA    |D62     |90-92,(57),55,51-53,39-41,(35-37),39-41,(23),11-13,5-7,1-3                     |92DG,21G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,1-5DG,IAG,X3JG                     |X21L,S21,D37,D35,D21,D1,X;
